"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","4"
"Electricity Fuel","0"
"KeroseneFuel","27"
"LP Gas","6"
"Not Sated about Fuel","21"
"OthersFuel","3"
"Wood/FireWood","3114"
"Total","3175"
