"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6939"
"Cow Dung","257"
"Electricity Fuel","14"
"KeroseneFuel","467"
"LP Gas","6353"
"Not Sated about Fuel","586"
"OthersFuel","149"
"Wood/FireWood","67369"
"Total","82134"
