"Population by Mother tongue","Number"
"Bajjika",""
"Female","5564"
"Male","5855"
"","11419"
"Bhojpuri",""
"Female","3395"
"Male","3532"
"","6927"
"Danuwar",""
"Female","431"
"Male","396"
"","827"
"Doteli",""
"Female","25"
"Male","21"
"","46"
"Gurung",""
"Female","74"
"Male","66"
"","140"
"Hindi",""
"Female","56"
"Male","69"
"","125"
"Magar",""
"Female","879"
"Male","801"
"","1680"
"Maithili",""
"Female","1382"
"Male","1418"
"","2800"
"Majhi",""
"Female","736"
"Male","694"
"","1430"
"Nepali",""
"Female","13452"
"Male","12728"
"","26180"
"Newar",""
"Female","316"
"Male","304"
"","620"
"Not Reported",""
"Female","117"
"Male","122"
"","239"
"Others",""
"Female","12"
"Male","16"
"","28"
"Pahari",""
"Female","39"
"Male","44"
"","83"
"Rai",""
"Female","456"
"Male","520"
"","976"
"Sunuwar",""
"Female","13"
"Male","14"
"","27"
"Tamang",""
"Female","4531"
"Male","4530"
"","9061"
"Tharu",""
"Female","4223"
"Male","4197"
"","8420"
"Urdu",""
"Female","497"
"Male","523"
"","1020"
"Waling/Walung",""
"Female","3"
"Male","8"
"","11"
