"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","493"
"Cow Dung","111"
"Electricity Fuel","4"
"KeroseneFuel","72"
"LP Gas","515"
"Not Sated about Fuel","144"
"OthersFuel","1"
"Wood/FireWood","12105"
"Total","13445"
