"Population by Religion","Number"
"Bahai","5"
"Bon","0"
"Buddism","9598"
"Christianity","752"
"Hindu","58380"
"Islam","1912"
"Jainism","0"
"Kirat","9"
"Prakriti","1085"
"Sikhism","0"
"Undefined","344"
"Total","72085"
