"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","397"
"Male","368"
"","765"
"Chhantyal/Chhantel",""
"Female","71"
"Male","66"
"","137"
"Chhetri",""
"Female","229"
"Male","188"
"","417"
"Damai/Dholi",""
"Female","456"
"Male","372"
"","828"
"Gurung",""
"Female","136"
"Male","107"
"","243"
"Kami",""
"Female","2870"
"Male","2283"
"","5153"
"Kisan",""
"Female","65"
"Male","46"
"","111"
"Magar",""
"Female","6058"
"Male","4951"
"","11009"
"Musalman",""
"Female","9"
"Male","10"
"","19"
"Newar",""
"Female","24"
"Male","23"
"","47"
"Others",""
"Female","21"
"Male","30"
"","51"
"Sarki",""
"Female","56"
"Male","39"
"","95"
"Tamang",""
"Female","10"
"Male","9"
"","19"
"Thakali",""
"Female","64"
"Male","62"
"","126"
"Thakuri",""
"Female","50"
"Male","51"
"","101"
