"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","15"
"Cow Dung","4"
"Electricity Fuel","0"
"KeroseneFuel","8"
"LP Gas","179"
"Not Sated about Fuel","16"
"OthersFuel","1"
"Wood/FireWood","4000"
"Total","4223"
