"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","4154"
"Christianity","413"
"Hindu","14586"
"Islam","19"
"Jainism","0"
"Kirat","2"
"Prakriti","10"
"Sikhism","0"
"Undefined","24"
"Total","19208"
