"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","5"
"Electricity Fuel","0"
"KeroseneFuel","6"
"LP Gas","5"
"Not Sated about Fuel","23"
"OthersFuel","0"
"Wood/FireWood","3948"
"Total","3987"
