"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","883"
"Cow Dung","302"
"Electricity","273"
"Kerosene","324"
"LP Gas","3839"
"Not stated","207"
"Others","65"
"Wood/Firewood","60621"
"Total","66514"
