"Population by Single Year of Age","Number"
"0",""
"Female","3031"
"Male","3157"
"1",""
"Female","2641"
"Male","2785"
"10",""
"Female","4454"
"Male","4813"
"11",""
"Female","3976"
"Male","4214"
"12",""
"Female","4963"
"Male","5200"
"13",""
"Female","4478"
"Male","4572"
"14",""
"Female","4715"
"Male","4485"
"15",""
"Female","4533"
"Male","4305"
"16",""
"Female","4292"
"Male","3812"
"17",""
"Female","4139"
"Male","3460"
"18",""
"Female","4356"
"Male","3777"
"19",""
"Female","2991"
"Male","2205"
"2",""
"Female","3138"
"Male","3166"
"20",""
"Female","3692"
"Male","2476"
"21",""
"Female","2795"
"Male","1880"
"22",""
"Female","3959"
"Male","2303"
"23",""
"Female","2782"
"Male","1846"
"24",""
"Female","2710"
"Male","1721"
"25",""
"Female","3776"
"Male","2093"
"26",""
"Female","2690"
"Male","1734"
"27",""
"Female","2579"
"Male","1726"
"28",""
"Female","2800"
"Male","2014"
"29",""
"Female","1615"
"Male","1277"
"3",""
"Female","3226"
"Male","3195"
"30",""
"Female","3661"
"Male","2454"
"31",""
"Female","1414"
"Male","1046"
"32",""
"Female","2340"
"Male","1653"
"33",""
"Female","1522"
"Male","1203"
"34",""
"Female","1454"
"Male","1170"
"35",""
"Female","3535"
"Male","2624"
"36",""
"Female","1759"
"Male","1334"
"37",""
"Female","1447"
"Male","1190"
"38",""
"Female","1875"
"Male","1520"
"39",""
"Female","1290"
"Male","1083"
"4",""
"Female","3485"
"Male","3663"
"40",""
"Female","3640"
"Male","2809"
"41",""
"Female","1155"
"Male","1064"
"42",""
"Female","1714"
"Male","1616"
"43",""
"Female","1270"
"Male","1148"
"44",""
"Female","1114"
"Male","1024"
"45",""
"Female","2595"
"Male","2259"
"46",""
"Female","1124"
"Male","1072"
"47",""
"Female","1070"
"Male","1021"
"48",""
"Female","1407"
"Male","1362"
"49",""
"Female","939"
"Male","979"
"5",""
"Female","3890"
"Male","4006"
"50",""
"Female","2464"
"Male","2253"
"51",""
"Female","840"
"Male","918"
"52",""
"Female","1208"
"Male","1234"
"53",""
"Female","853"
"Male","883"
"54",""
"Female","745"
"Male","797"
"55",""
"Female","1536"
"Male","1549"
"56",""
"Female","837"
"Male","866"
"57",""
"Female","794"
"Male","820"
"58",""
"Female","960"
"Male","942"
"59",""
"Female","653"
"Male","662"
"6",""
"Female","3881"
"Male","4051"
"60",""
"Female","1964"
"Male","1712"
"61",""
"Female","730"
"Male","697"
"62",""
"Female","739"
"Male","785"
"63",""
"Female","601"
"Male","605"
"64",""
"Female","502"
"Male","519"
"65",""
"Female","1187"
"Male","993"
"66",""
"Female","415"
"Male","438"
"67",""
"Female","611"
"Male","674"
"68",""
"Female","625"
"Male","731"
"69",""
"Female","281"
"Male","300"
"7",""
"Female","4245"
"Male","4330"
"70",""
"Female","998"
"Male","866"
"71",""
"Female","255"
"Male","293"
"72",""
"Female","411"
"Male","451"
"73",""
"Female","296"
"Male","322"
"74",""
"Female","192"
"Male","256"
"75",""
"Female","557"
"Male","480"
"76",""
"Female","213"
"Male","212"
"77",""
"Female","302"
"Male","275"
"78",""
"Female","326"
"Male","350"
"79",""
"Female","109"
"Male","114"
"8",""
"Female","4145"
"Male","4590"
"80",""
"Female","380"
"Male","338"
"81",""
"Female","98"
"Male","83"
"82",""
"Female","126"
"Male","120"
"83",""
"Female","100"
"Male","108"
"84",""
"Female","123"
"Male","123"
"85",""
"Female","635"
"Male","494"
"9",""
"Female","3852"
"Male","3962"
