"Population by Mother tongue","Number"
"Bahing",""
"Female","8"
"Male","3"
"","11"
"Bangla",""
"Female","3"
"Male","15"
"","18"
"Bantawa",""
"Female","17"
"Male","21"
"","38"
"Bhojpuri",""
"Female","70"
"Male","135"
"","205"
"Chamling",""
"Female","8"
"Male","9"
"","17"
"Danuwar",""
"Female","427"
"Male","395"
"","822"
"Doteli",""
"Female","7"
"Male","11"
"","18"
"English",""
"Female","86"
"Male","63"
"","149"
"Gurung",""
"Female","95"
"Male","88"
"","183"
"Hindi",""
"Female","21"
"Male","74"
"","95"
"Jirel",""
"Female","7"
"Male","6"
"","13"
"Kham",""
"Female","10"
"Male","7"
"","17"
"Limbu",""
"Female","65"
"Male","71"
"","136"
"Magar",""
"Female","343"
"Male","346"
"","689"
"Maithili",""
"Female","146"
"Male","331"
"","477"
"Nepali",""
"Female","20150"
"Male","18790"
"","38940"
"Newar",""
"Female","11078"
"Male","10490"
"","21568"
"Not Reported",""
"Female","11"
"Male","8"
"","19"
"Others",""
"Female","87"
"Male","79"
"","166"
"Pahari",""
"Female","901"
"Male","994"
"","1895"
"Rai",""
"Female","239"
"Male","219"
"","458"
"Sherpa",""
"Female","46"
"Male","42"
"","88"
"Sunuwar",""
"Female","32"
"Male","25"
"","57"
"Tamang",""
"Female","6063"
"Male","5928"
"","11991"
"Thami",""
"Female","19"
"Male","13"
"","32"
"Tharu",""
"Female","74"
"Male","98"
"","172"
"Urdu",""
"Female","6"
"Male","21"
"","27"
