"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","11186"
"Christianity","3834"
"Hindu","64745"
"Islam","307"
"Jainism","0"
"Kirat","217"
"Prakriti","32"
"Sikhism","0"
"Undefined","55"
"Total","80376"
