"Population by Literacy Status","Number"
"Literate",""
"Female","215556"
"Male","250670"
"","466226"
"Not Read/Write",""
"Female","134112"
"Male","70822"
"","204934"
"Not Stated",""
"Female","180"
"Male","108"
"","288"
"Read Only",""
"Female","7445"
"Male","6337"
"","13782"
