"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","92"
"Male","98"
"","190"
"Baraee",""
"Female","140"
"Male","140"
"","280"
"Brahman - Hill",""
"Female","143"
"Male","167"
"","310"
"Brahman - Tarai",""
"Female","116"
"Male","136"
"","252"
"Chamar/ Harijan/ Ram",""
"Female","984"
"Male","1046"
"","2030"
"Chhetri",""
"Female","75"
"Male","76"
"","151"
"Dalit Others",""
"Female","56"
"Male","62"
"","118"
"Damai/Dholi",""
"Female","12"
"Male","8"
"","20"
"Dhankar/ Dharikar",""
"Female","44"
"Male","46"
"","90"
"Dhobi",""
"Female","417"
"Male","455"
"","872"
"Dhunia",""
"Female","26"
"Male","23"
"","49"
"Dom",""
"Female","37"
"Male","35"
"","72"
"Dusadh/ Pasawan/ Pasi",""
"Female","511"
"Male","546"
"","1057"
"Hajam/Thakur",""
"Female","329"
"Male","338"
"","667"
"Kahar",""
"Female","22"
"Male","24"
"","46"
"Kalwar",""
"Female","746"
"Male","805"
"","1551"
"Kanu",""
"Female","642"
"Male","717"
"","1359"
"Kathabaniyan",""
"Female","511"
"Male","560"
"","1071"
"Kayastha",""
"Female","28"
"Male","21"
"","49"
"Koiri/Kushwaha",""
"Female","1273"
"Male","1412"
"","2685"
"Kumhar",""
"Female","271"
"Male","273"
"","544"
"Kurmi",""
"Female","293"
"Male","309"
"","602"
"Lohar",""
"Female","516"
"Male","548"
"","1064"
"Majhi",""
"Female","7"
"Male","8"
"","15"
"Mali",""
"Female","96"
"Male","93"
"","189"
"Mallaha",""
"Female","394"
"Male","448"
"","842"
"Musahar",""
"Female","459"
"Male","502"
"","961"
"Musalman",""
"Female","2054"
"Male","1996"
"","4050"
"Newar",""
"Female","7"
"Male","7"
"","14"
"Nuniya",""
"Female","470"
"Male","515"
"","985"
"Others",""
"Female","39"
"Male","32"
"","71"
"Rajput",""
"Female","8"
"Male","7"
"","15"
"Sanyasi/Dasnami",""
"Female","67"
"Male","83"
"","150"
"Sonar",""
"Female","888"
"Male","943"
"","1831"
"Sudhi",""
"Female","10"
"Male","7"
"","17"
"Tamang",""
"Female","11"
"Male","10"
"","21"
"Tatma/Tatwa",""
"Female","1557"
"Male","1639"
"","3196"
"Teli",""
"Female","997"
"Male","1070"
"","2067"
"Tharu",""
"Female","169"
"Male","191"
"","360"
"Yadav",""
"Female","4052"
"Male","4447"
"","8499"
