"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","1609"
"Electricity Fuel","0"
"KeroseneFuel","82"
"LP Gas","12"
"Not Sated about Fuel","49"
"OthersFuel","64"
"Wood/FireWood","3719"
"Total","5540"
