"Population by Literacy Status","Number"
"Literate",""
"Female","4614"
"Male","8052"
"","12666"
"Not Read/Write",""
"Female","9288"
"Male","6586"
"","15874"
"Not Stated",""
"Female","26"
"Male","27"
"","53"
"Read Only",""
"Female","335"
"Male","301"
"","636"
