"Population by Mother tongue","Number"
"Avadhi",""
"Female","110"
"Male","115"
"","225"
"Bajjika",""
"Female","5779"
"Male","6064"
"","11843"
"Bhojpuri",""
"Female","27"
"Male","40"
"","67"
"Danuwar",""
"Female","623"
"Male","641"
"","1264"
"Magahi",""
"Female","85"
"Male","91"
"","176"
"Maithili",""
"Female","7240"
"Male","7522"
"","14762"
"Nepali",""
"Female","126"
"Male","160"
"","286"
"Newar",""
"Female","37"
"Male","36"
"","73"
"Not Reported",""
"Female","152"
"Male","150"
"","302"
"Others",""
"Female","14"
"Male","11"
"","25"
"Sunuwar",""
"Female","51"
"Male","54"
"","105"
"Tharu",""
"Female","299"
"Male","289"
"","588"
"Uranw/Urau",""
"Female","51"
"Male","53"
"","104"
"Urdu",""
"Female","1740"
"Male","1768"
"","3508"
