"Population by Single Year of Age","Number"
"0",""
"Female","1559"
"Male","1533"
"1",""
"Female","1471"
"Male","1526"
"10",""
"Female","2282"
"Male","2443"
"11",""
"Female","1713"
"Male","1849"
"12",""
"Female","2465"
"Male","2387"
"13",""
"Female","2005"
"Male","1853"
"14",""
"Female","2066"
"Male","1978"
"15",""
"Female","1908"
"Male","1719"
"16",""
"Female","1898"
"Male","1604"
"17",""
"Female","1431"
"Male","1220"
"18",""
"Female","2124"
"Male","1666"
"19",""
"Female","1111"
"Male","849"
"2",""
"Female","1642"
"Male","1825"
"20",""
"Female","1928"
"Male","1213"
"21",""
"Female","1169"
"Male","747"
"22",""
"Female","1596"
"Male","1063"
"23",""
"Female","1110"
"Male","728"
"24",""
"Female","1261"
"Male","864"
"25",""
"Female","1577"
"Male","931"
"26",""
"Female","1258"
"Male","849"
"27",""
"Female","900"
"Male","753"
"28",""
"Female","1429"
"Male","1083"
"29",""
"Female","498"
"Male","483"
"3",""
"Female","1823"
"Male","1861"
"30",""
"Female","1749"
"Male","1192"
"31",""
"Female","499"
"Male","432"
"32",""
"Female","1048"
"Male","852"
"33",""
"Female","660"
"Male","545"
"34",""
"Female","683"
"Male","592"
"35",""
"Female","1681"
"Male","1152"
"36",""
"Female","812"
"Male","621"
"37",""
"Female","457"
"Male","408"
"38",""
"Female","936"
"Male","765"
"39",""
"Female","390"
"Male","336"
"4",""
"Female","1922"
"Male","2006"
"40",""
"Female","1605"
"Male","1212"
"41",""
"Female","378"
"Male","367"
"42",""
"Female","736"
"Male","661"
"43",""
"Female","397"
"Male","383"
"44",""
"Female","348"
"Male","348"
"45",""
"Female","1199"
"Male","969"
"46",""
"Female","442"
"Male","433"
"47",""
"Female","269"
"Male","290"
"48",""
"Female","662"
"Male","588"
"49",""
"Female","281"
"Male","222"
"5",""
"Female","1941"
"Male","2157"
"50",""
"Female","1138"
"Male","875"
"51",""
"Female","254"
"Male","313"
"52",""
"Female","451"
"Male","502"
"53",""
"Female","242"
"Male","275"
"54",""
"Female","285"
"Male","293"
"55",""
"Female","758"
"Male","610"
"56",""
"Female","323"
"Male","359"
"57",""
"Female","242"
"Male","262"
"58",""
"Female","383"
"Male","439"
"59",""
"Female","225"
"Male","190"
"6",""
"Female","1899"
"Male","2025"
"60",""
"Female","1055"
"Male","699"
"61",""
"Female","279"
"Male","298"
"62",""
"Female","461"
"Male","359"
"63",""
"Female","251"
"Male","245"
"64",""
"Female","199"
"Male","215"
"65",""
"Female","863"
"Male","482"
"66",""
"Female","203"
"Male","205"
"67",""
"Female","158"
"Male","166"
"68",""
"Female","293"
"Male","317"
"69",""
"Female","90"
"Male","100"
"7",""
"Female","1810"
"Male","1869"
"70",""
"Female","644"
"Male","393"
"71",""
"Female","111"
"Male","98"
"72",""
"Female","264"
"Male","202"
"73",""
"Female","88"
"Male","132"
"74",""
"Female","80"
"Male","87"
"75",""
"Female","340"
"Male","218"
"76",""
"Female","82"
"Male","79"
"77",""
"Female","65"
"Male","58"
"78",""
"Female","120"
"Male","112"
"79",""
"Female","31"
"Male","39"
"8",""
"Female","2209"
"Male","2283"
"80",""
"Female","243"
"Male","127"
"81",""
"Female","29"
"Male","33"
"82",""
"Female","64"
"Male","59"
"83",""
"Female","24"
"Male","32"
"84",""
"Female","30"
"Male","33"
"85",""
"Female","197"
"Male","154"
"9",""
"Female","1736"
"Male","1761"
