"Population by Mother tongue","Number"
"Baitadeli",""
"Female","3"
"Male","17"
"Baram",""
"Female","23"
"Male","5"
"Bhojpuri",""
"Female","10"
"Male","10"
"Doteli",""
"Female","70298"
"Male","60315"
"Hindi",""
"Female","11"
"Male","18"
"Kham",""
"Female","131"
"Male","110"
"Khamchi (Raute)",""
"Female","158"
"Male","178"
"Magar",""
"Female","811"
"Male","781"
"Maithili",""
"Female","57"
"Male","80"
"Nepali",""
"Female","3834"
"Male","3827"
"Newar",""
"Female","20"
"Male","19"
"Others",""
"Female","82"
"Male","106"
"Sherpa",""
"Female","11"
"Male","6"
"Sign Language",""
"Female","11"
"Male","9"
"Tharu",""
"Female","27"
"Male","36"
