"Population by Five Years Age Group","Number"
"0-4",""
"Female","1174"
"Male","1113"
"10-14",""
"Female","1400"
"Male","1265"
"15-19",""
"Female","1108"
"Male","882"
"20-24",""
"Female","830"
"Male","523"
"25-29",""
"Female","678"
"Male","440"
"30-34",""
"Female","561"
"Male","321"
"35-39",""
"Female","439"
"Male","312"
"40-44",""
"Female","400"
"Male","225"
"45-49",""
"Female","365"
"Male","247"
"50-54",""
"Female","296"
"Male","189"
"55-59",""
"Female","247"
"Male","176"
"5-9",""
"Female","1286"
"Male","1260"
"60-64",""
"Female","348"
"Male","177"
"65-69",""
"Female","261"
"Male","148"
"70-74",""
"Female","251"
"Male","137"
"75+",""
"Female","220"
"Male","147"
