"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","932"
"Male","867"
"","1799"
"Brahman - Tarai",""
"Female","4"
"Male","7"
"","11"
"Chhetri",""
"Female","2979"
"Male","2583"
"","5562"
"Dalit Others",""
"Female","12"
"Male","9"
"","21"
"Damai/Dholi",""
"Female","401"
"Male","321"
"","722"
"Gharti/Bhujel",""
"Female","228"
"Male","188"
"","416"
"Gurung",""
"Female","182"
"Male","160"
"","342"
"Halwai",""
"Female","0"
"Male","11"
"","11"
"Kami",""
"Female","453"
"Male","381"
"","834"
"Khawas",""
"Female","7"
"Male","13"
"","20"
"Limbu",""
"Female","28"
"Male","19"
"","47"
"Magar",""
"Female","143"
"Male","138"
"","281"
"Newar",""
"Female","2762"
"Male","2426"
"","5188"
"Others",""
"Female","21"
"Male","43"
"","64"
"Rai",""
"Female","3299"
"Male","2939"
"","6238"
"Sanyasi/Dasnami",""
"Female","37"
"Male","34"
"","71"
"Sarki",""
"Female","283"
"Male","231"
"","514"
"Sherpa",""
"Female","352"
"Male","284"
"","636"
"Sunuwar",""
"Female","9"
"Male","9"
"","18"
"Tamang",""
"Female","2352"
"Male","1966"
"","4318"
"Teli",""
"Female","3"
"Male","9"
"","12"
"Terai Others",""
"Female","8"
"Male","7"
"","15"
"Tharu",""
"Female","17"
"Male","19"
"","36"
"Undefined Others",""
"Female","6"
"Male","7"
"","13"
"Yadav",""
"Female","2"
"Male","13"
"","15"
