"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","20"
"Cow Dung","18"
"Electricity Fuel","3"
"KeroseneFuel","17"
"LP Gas","415"
"Not Sated about Fuel","7"
"OthersFuel","144"
"Wood/FireWood","5814"
"Total","6438"
