"Population by Religion","Number"
"Bahai","0"
"Bon","2"
"Buddism","17636"
"Christianity","263"
"Hindu","10770"
"Islam","10"
"Jainism","0"
"Kirat","0"
"Prakriti","4"
"Sikhism","0"
"Undefined","75"
"Total","28760"
