"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","288"
"Cow Dung","31"
"Electricity","0"
"Kerosene","58"
"LP Gas","12"
"Not stated","25"
"Others","0"
"Wood/Firewood","3346"
"Total","3760"
