"Population by Mother tongue","Number"
"Achhami",""
"Female","91"
"Male","62"
"Baitadeli",""
"Female","481"
"Male","430"
"Bajhangi",""
"Female","2408"
"Male","1948"
"Bajureli",""
"Female","266"
"Male","215"
"Bangla",""
"Female","9"
"Male","13"
"Bhojpuri",""
"Female","7"
"Male","4"
"Darchuleli",""
"Female","55"
"Male","37"
"Doteli",""
"Female","3251"
"Male","2776"
"Magar",""
"Female","456"
"Male","419"
"Maithili",""
"Female","25"
"Male","31"
"Nepali",""
"Female","1899"
"Male","1660"
"Not Reported",""
"Female","10"
"Male","6"
"Others",""
"Female","13"
"Male","18"
"Tharu",""
"Female","2738"
"Male","2621"
