"Population by Five Years Age Group","Number"
"0-4",""
"Female","1109"
"Male","1215"
"10-14",""
"Female","1745"
"Male","1755"
"15-19",""
"Female","1480"
"Male","1270"
"20-24",""
"Female","1207"
"Male","702"
"25-29",""
"Female","925"
"Male","626"
"30-34",""
"Female","769"
"Male","539"
"35-39",""
"Female","738"
"Male","534"
"40-44",""
"Female","548"
"Male","468"
"45-49",""
"Female","402"
"Male","361"
"50-54",""
"Female","335"
"Male","297"
"55-59",""
"Female","293"
"Male","281"
"5-9",""
"Female","1374"
"Male","1493"
"60-64",""
"Female","316"
"Male","251"
"65-69",""
"Female","193"
"Male","187"
"70-74",""
"Female","130"
"Male","140"
"75+",""
"Female","145"
"Male","121"
