"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","64"
"Male","93"
"","157"
"Danuwar",""
"Female","9121"
"Male","7802"
"","16923"
"Doteli",""
"Female","7"
"Male","4"
"","11"
"Gurung",""
"Female","95"
"Male","94"
"","189"
"Hayu/Vayu",""
"Female","506"
"Male","471"
"","977"
"Jero/Jerung",""
"Female","27"
"Male","21"
"","48"
"Limbu",""
"Female","7"
"Male","7"
"","14"
"Magar",""
"Female","16682"
"Male","15083"
"","31765"
"Maithili",""
"Female","2234"
"Male","2412"
"","4646"
"Majhi",""
"Female","2488"
"Male","2341"
"","4829"
"Nepali",""
"Female","74026"
"Male","66974"
"","141000"
"Newar",""
"Female","3531"
"Male","3338"
"","6869"
"Not Reported",""
"Female","313"
"Male","251"
"","564"
"Others",""
"Female","133"
"Male","182"
"","315"
"Pahari",""
"Female","43"
"Male","40"
"","83"
"Rai",""
"Female","773"
"Male","727"
"","1500"
"Sherpa",""
"Female","8"
"Male","6"
"","14"
"Sign Language",""
"Female","49"
"Male","67"
"","116"
"Sunuwar",""
"Female","2460"
"Male","2235"
"","4695"
"Tamang",""
"Female","40368"
"Male","36501"
"","76869"
"Thami",""
"Female","347"
"Male","304"
"","651"
"Tharu",""
"Female","25"
"Male","36"
"","61"
"Urdu",""
"Female","34"
"Male","40"
"","74"
"Wambule",""
"Female","431"
"Male","372"
"","803"
