"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1588"
"Cow Dung","156"
"Electricity Fuel","12"
"KeroseneFuel","275"
"LP Gas","2877"
"Not Sated about Fuel","235"
"OthersFuel","59"
"Wood/FireWood","52342"
"Total","57544"
