"Population by Religion","Number"
"Bahai","3"
"Bon","3"
"Buddism","90136"
"Christianity","2897"
"Hindu","190952"
"Islam","179"
"Jainism","0"
"Kirat","1024"
"Prakriti","9736"
"Sikhism","0"
"Undefined","1262"
"Total","296192"
