"Population by Mother tongue","Number"
"Avadhi",""
"Female","20515"
"Male","22158"
"","42673"
"Bangla",""
"Female","71"
"Male","109"
"","180"
"Bhojpuri",""
"Female","101"
"Male","118"
"","219"
"Danuwar",""
"Female","12"
"Male","6"
"","18"
"Doteli",""
"Female","229"
"Male","236"
"","465"
"Gurung",""
"Female","108"
"Male","95"
"","203"
"Hindi",""
"Female","1376"
"Male","1485"
"","2861"
"Kham",""
"Female","10"
"Male","17"
"","27"
"Limbu",""
"Female","35"
"Male","33"
"","68"
"Magar",""
"Female","442"
"Male","392"
"","834"
"Maithili",""
"Female","926"
"Male","1039"
"","1965"
"Nepali",""
"Female","23508"
"Male","23325"
"","46833"
"Newar",""
"Female","675"
"Male","664"
"","1339"
"Not Reported",""
"Female","64"
"Male","77"
"","141"
"Others",""
"Female","39"
"Male","31"
"","70"
"Punjabi",""
"Female","61"
"Male","55"
"","116"
"Rai",""
"Female","76"
"Male","70"
"","146"
"Rajsthani",""
"Female","60"
"Male","68"
"","128"
"Santhali",""
"Female","7"
"Male","5"
"","12"
"Sherpa",""
"Female","47"
"Male","38"
"","85"
"Tamang",""
"Female","99"
"Male","93"
"","192"
"Tharu",""
"Female","1132"
"Male","1429"
"","2561"
"Urdu",""
"Female","18481"
"Male","19334"
"","37815"
