"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","42"
"Cow Dung","581"
"Electricity Fuel","13"
"KeroseneFuel","351"
"LP Gas","13153"
"Not Sated about Fuel","253"
"OthersFuel","62"
"Wood/FireWood","13437"
"Total","27892"
