"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","1502"
"Christianity","1167"
"Hindu","98891"
"Islam","39263"
"Jainism","49"
"Kirat","92"
"Prakriti","40"
"Sikhism","39"
"Undefined","196"
"Total","141241"
