"Population by Five Years Age Group","Number"
"0-4",""
"Female","2168"
"Male","2171"
"10-14",""
"Female","2333"
"Male","2327"
"15-19",""
"Female","1399"
"Male","1617"
"20-24",""
"Female","1213"
"Male","1176"
"25-29",""
"Female","1272"
"Male","1056"
"30-34",""
"Female","1147"
"Male","922"
"35-39",""
"Female","907"
"Male","895"
"40-44",""
"Female","835"
"Male","764"
"45-49",""
"Female","661"
"Male","674"
"50-54",""
"Female","564"
"Male","576"
"55-59",""
"Female","496"
"Male","461"
"5-9",""
"Female","2758"
"Male","2729"
"60-64",""
"Female","529"
"Male","519"
"65-69",""
"Female","356"
"Male","401"
"70-74",""
"Female","235"
"Male","276"
"75+",""
"Female","180"
"Male","186"
