"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","5"
"Cow Dung","2436"
"Electricity","0"
"Kerosene","85"
"LP Gas","41"
"Not stated","32"
"Others","72"
"Wood/Firewood","2711"
"Total","5382"
