"Population by Religion","Number"
"Bahai","0"
"Bon","3"
"Buddism","1865"
"Christianity","44"
"Hindu","29773"
"Islam","44"
"Jainism","0"
"Kirat","0"
"Prakriti","106"
"Sikhism","0"
"Undefined","234"
"Total","32069"
