"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","14"
"LP Gas","172"
"Not Sated about Fuel","34"
"OthersFuel","0"
"Wood/FireWood","7249"
"Total","7477"
