"Population by Caste Ethinicity","Number"
"Badi",""
"Female","22"
"Male","19"
"","41"
"Brahman - Hill",""
"Female","6566"
"Male","4802"
"","11368"
"Chhantyal/Chhantel",""
"Female","247"
"Male","193"
"","440"
"Chhetri",""
"Female","1321"
"Male","912"
"","2233"
"Damai/Dholi",""
"Female","853"
"Male","671"
"","1524"
"Gaine",""
"Female","6"
"Male","9"
"","15"
"Gharti/Bhujel",""
"Female","332"
"Male","276"
"","608"
"Gurung",""
"Female","38"
"Male","26"
"","64"
"Kami",""
"Female","1300"
"Male","932"
"","2232"
"Magar",""
"Female","4862"
"Male","3696"
"","8558"
"Majhi",""
"Female","12"
"Male","12"
"","24"
"Musalman",""
"Female","23"
"Male","21"
"","44"
"Newar",""
"Female","18"
"Male","12"
"","30"
"Others",""
"Female","21"
"Male","22"
"","43"
"Sanyasi/Dasnami",""
"Female","155"
"Male","116"
"","271"
"Sarki",""
"Female","2126"
"Male","1638"
"","3764"
"Tamang",""
"Female","7"
"Male","10"
"","17"
"Thakuri",""
"Female","461"
"Male","309"
"","770"
