"Population by Mother tongue","Number"
"Avadhi",""
"Female","19599"
"Male","21503"
"Bhojpuri",""
"Female","56"
"Male","64"
"Doteli",""
"Female","32"
"Male","31"
"Hindi",""
"Female","530"
"Male","572"
"Magar",""
"Female","61"
"Male","55"
"Maithili",""
"Female","315"
"Male","318"
"Nepali",""
"Female","1084"
"Male","1144"
"Newar",""
"Female","33"
"Male","40"
"Not Reported",""
"Female","46"
"Male","43"
"Others",""
"Female","21"
"Male","15"
"Rai",""
"Female","13"
"Male","13"
"Raji",""
"Female","9"
"Male","8"
"Rajsthani",""
"Female","34"
"Male","35"
"Thakali",""
"Female","7"
"Male","11"
"Uranw/Urau",""
"Female","6"
"Male","12"
"Urdu",""
"Female","8215"
"Male","8435"
