"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","9"
"Male","13"
"","22"
"Danuwar",""
"Female","570"
"Male","593"
"","1163"
"Gurung",""
"Female","232"
"Male","192"
"","424"
"Hyolmo/Yholmo",""
"Female","11"
"Male","10"
"","21"
"Magar",""
"Female","43"
"Male","37"
"","80"
"Maithili",""
"Female","37"
"Male","94"
"","131"
"Nepali",""
"Female","13752"
"Male","12344"
"","26096"
"Newar",""
"Female","535"
"Male","502"
"","1037"
"Not Reported",""
"Female","60"
"Male","51"
"","111"
"Others",""
"Female","15"
"Male","32"
"","47"
"Rai",""
"Female","12"
"Male","12"
"","24"
"Sherpa",""
"Female","74"
"Male","75"
"","149"
"Tamang",""
"Female","8261"
"Male","7766"
"","16027"
"Tharu",""
"Female","3"
"Male","8"
"","11"
