"Population by Caste Ethinicity","Number"
"Badi",""
"Female","9"
"Male","11"
"","20"
"Brahman - Hill",""
"Female","4915"
"Male","4350"
"","9265"
"Chhetri",""
"Female","3671"
"Male","3291"
"","6962"
"Damai/Dholi",""
"Female","536"
"Male","493"
"","1029"
"Danuwar",""
"Female","637"
"Male","657"
"","1294"
"Ghale",""
"Female","132"
"Male","138"
"","270"
"Gharti/Bhujel",""
"Female","164"
"Male","151"
"","315"
"Gurung",""
"Female","304"
"Male","251"
"","555"
"Hajam/Thakur",""
"Female","6"
"Male","15"
"","21"
"Hyolmo",""
"Female","11"
"Male","10"
"","21"
"Kami",""
"Female","644"
"Male","520"
"","1164"
"Magar",""
"Female","211"
"Male","221"
"","432"
"Majhi",""
"Female","665"
"Male","664"
"","1329"
"Newar",""
"Female","869"
"Male","804"
"","1673"
"Others",""
"Female","59"
"Male","71"
"","130"
"Rai",""
"Female","17"
"Male","17"
"","34"
"Sanyasi/Dasnami",""
"Female","1339"
"Male","1154"
"","2493"
"Sarki",""
"Female","643"
"Male","605"
"","1248"
"Sherpa",""
"Female","70"
"Male","75"
"","145"
"Sonar",""
"Female","5"
"Male","7"
"","12"
"Tamang",""
"Female","8672"
"Male","8161"
"","16833"
"Teli",""
"Female","5"
"Male","9"
"","14"
"Thakuri",""
"Female","9"
"Male","4"
"","13"
"Tharu",""
"Female","5"
"Male","13"
"","18"
"Undefined Others",""
"Female","9"
"Male","12"
"","21"
"Yadav",""
"Female","7"
"Male","25"
"","32"
