"Population by Five Years Age Group","Number"
"0-4",""
"Female","466"
"Male","453"
"10-14",""
"Female","622"
"Male","602"
"15-19",""
"Female","588"
"Male","521"
"20-24",""
"Female","462"
"Male","264"
"25-29",""
"Female","385"
"Male","212"
"30-34",""
"Female","321"
"Male","196"
"35-39",""
"Female","299"
"Male","173"
"40-44",""
"Female","280"
"Male","191"
"45-49",""
"Female","307"
"Male","221"
"50-54",""
"Female","315"
"Male","238"
"55-59",""
"Female","246"
"Male","218"
"5-9",""
"Female","494"
"Male","475"
"60-64",""
"Female","238"
"Male","226"
"65-69",""
"Female","179"
"Male","185"
"70-74",""
"Female","161"
"Male","168"
"75+",""
"Female","159"
"Male","202"
