"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","148"
"Male","141"
"Chhetri",""
"Female","108"
"Male","103"
"Damai/Dholi",""
"Female","234"
"Male","199"
"Dura",""
"Female","8"
"Male","5"
"Gharti/Bhujel",""
"Female","48"
"Male","26"
"Gurung",""
"Female","3513"
"Male","2780"
"Hyolmo",""
"Female","92"
"Male","75"
"Kami",""
"Female","983"
"Male","814"
"Magar",""
"Female","107"
"Male","106"
"Musalman",""
"Female","8"
"Male","10"
"Newar",""
"Female","13"
"Male","14"
"Others",""
"Female","12"
"Male","30"
"Rai",""
"Female","17"
"Male","14"
"Sanyasi/Dasnami",""
"Female","7"
"Male","5"
"Sarki",""
"Female","117"
"Male","100"
"Tamang",""
"Female","91"
"Male","80"
"Thakuri",""
"Female","14"
"Male","10"
