"Population by Single Year of Age","Number"
"0",""
"Female","97"
"Male","82"
"1",""
"Female","99"
"Male","90"
"10",""
"Female","104"
"Male","125"
"11",""
"Female","126"
"Male","106"
"12",""
"Female","140"
"Male","150"
"13",""
"Female","129"
"Male","120"
"14",""
"Female","123"
"Male","101"
"15",""
"Female","148"
"Male","126"
"16",""
"Female","122"
"Male","133"
"17",""
"Female","116"
"Male","100"
"18",""
"Female","128"
"Male","95"
"19",""
"Female","74"
"Male","67"
"2",""
"Female","92"
"Male","102"
"20",""
"Female","113"
"Male","66"
"21",""
"Female","76"
"Male","47"
"22",""
"Female","115"
"Male","63"
"23",""
"Female","70"
"Male","38"
"24",""
"Female","88"
"Male","50"
"25",""
"Female","115"
"Male","61"
"26",""
"Female","81"
"Male","42"
"27",""
"Female","59"
"Male","42"
"28",""
"Female","83"
"Male","46"
"29",""
"Female","47"
"Male","21"
"3",""
"Female","96"
"Male","94"
"30",""
"Female","118"
"Male","60"
"31",""
"Female","44"
"Male","28"
"32",""
"Female","67"
"Male","32"
"33",""
"Female","38"
"Male","39"
"34",""
"Female","54"
"Male","37"
"35",""
"Female","81"
"Male","46"
"36",""
"Female","66"
"Male","34"
"37",""
"Female","49"
"Male","33"
"38",""
"Female","50"
"Male","38"
"39",""
"Female","53"
"Male","22"
"4",""
"Female","82"
"Male","85"
"40",""
"Female","91"
"Male","54"
"41",""
"Female","38"
"Male","32"
"42",""
"Female","50"
"Male","30"
"43",""
"Female","59"
"Male","31"
"44",""
"Female","42"
"Male","44"
"45",""
"Female","82"
"Male","66"
"46",""
"Female","63"
"Male","35"
"47",""
"Female","48"
"Male","26"
"48",""
"Female","58"
"Male","62"
"49",""
"Female","56"
"Male","32"
"5",""
"Female","101"
"Male","85"
"50",""
"Female","113"
"Male","85"
"51",""
"Female","47"
"Male","37"
"52",""
"Female","58"
"Male","34"
"53",""
"Female","49"
"Male","43"
"54",""
"Female","48"
"Male","39"
"55",""
"Female","69"
"Male","59"
"56",""
"Female","40"
"Male","38"
"57",""
"Female","39"
"Male","35"
"58",""
"Female","50"
"Male","45"
"59",""
"Female","48"
"Male","41"
"6",""
"Female","89"
"Male","86"
"60",""
"Female","101"
"Male","87"
"61",""
"Female","37"
"Male","36"
"62",""
"Female","40"
"Male","43"
"63",""
"Female","32"
"Male","34"
"64",""
"Female","28"
"Male","26"
"65",""
"Female","64"
"Male","48"
"66",""
"Female","35"
"Male","24"
"67",""
"Female","33"
"Male","37"
"68",""
"Female","24"
"Male","52"
"69",""
"Female","23"
"Male","24"
"7",""
"Female","104"
"Male","99"
"70",""
"Female","67"
"Male","55"
"71",""
"Female","27"
"Male","31"
"72",""
"Female","23"
"Male","36"
"73",""
"Female","30"
"Male","20"
"74",""
"Female","14"
"Male","26"
"75",""
"Female","23"
"Male","28"
"76",""
"Female","21"
"Male","22"
"77",""
"Female","12"
"Male","26"
"78",""
"Female","11"
"Male","24"
"79",""
"Female","9"
"Male","10"
"8",""
"Female","107"
"Male","102"
"80",""
"Female","21"
"Male","22"
"81",""
"Female","8"
"Male","10"
"82",""
"Female","5"
"Male","7"
"83",""
"Female","10"
"Male","12"
"84",""
"Female","13"
"Male","8"
"85",""
"Female","26"
"Male","33"
"9",""
"Female","93"
"Male","103"
