"Population by Five Years Age Group","Number"
"0-4",""
"Female","1568"
"Male","1692"
"10-14",""
"Female","2910"
"Male","2824"
"15-19",""
"Female","2739"
"Male","2382"
"20-24",""
"Female","1936"
"Male","1512"
"25-29",""
"Female","1519"
"Male","1228"
"30-34",""
"Female","1297"
"Male","1085"
"35-39",""
"Female","1216"
"Male","1063"
"40-44",""
"Female","1210"
"Male","1060"
"45-49",""
"Female","966"
"Male","938"
"50-54",""
"Female","834"
"Male","880"
"55-59",""
"Female","606"
"Male","658"
"5-9",""
"Female","2300"
"Male","2319"
"60-64",""
"Female","581"
"Male","594"
"65-69",""
"Female","503"
"Male","513"
"70-74",""
"Female","392"
"Male","346"
"75+",""
"Female","522"
"Male","513"
