"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","110"
"Cow Dung","2"
"Electricity","3"
"Kerosene","40"
"LP Gas","158"
"Not stated","73"
"Others","3"
"Wood/Firewood","7710"
"Total","8099"
