"Population by Mother tongue","Number"
"Kulung",""
"Female","215"
"Male","200"
"","415"
"Limbu",""
"Female","3668"
"Male","3157"
"","6825"
"Magar",""
"Female","5"
"Male","6"
"","11"
"Maithili",""
"Female","2"
"Male","13"
"","15"
"Nepali",""
"Female","4989"
"Male","4143"
"","9132"
"Newar",""
"Female","60"
"Male","43"
"","103"
"Others",""
"Female","24"
"Male","20"
"","44"
"Rai",""
"Female","105"
"Male","94"
"","199"
"Sanskrit",""
"Female","16"
"Male","11"
"","27"
"Tamang",""
"Female","454"
"Male","397"
"","851"
"Wambule",""
"Female","41"
"Male","37"
"","78"
