"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","1"
"Electricity Fuel","2"
"KeroseneFuel","4"
"LP Gas","4"
"Not Sated about Fuel","11"
"OthersFuel","0"
"Wood/FireWood","3207"
"Total","3229"
