"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","564"
"Christianity","251"
"Hindu","13261"
"Islam","3"
"Jainism","0"
"Kirat","4"
"Prakriti","18"
"Sikhism","0"
"Undefined","11"
"Total","14112"
