"Population by Single Year of Age","Number"
"0",""
"Female","279"
"Male","277"
"1",""
"Female","247"
"Male","269"
"10",""
"Female","436"
"Male","510"
"11",""
"Female","405"
"Male","418"
"12",""
"Female","498"
"Male","596"
"13",""
"Female","411"
"Male","455"
"14",""
"Female","536"
"Male","461"
"15",""
"Female","450"
"Male","482"
"16",""
"Female","549"
"Male","472"
"17",""
"Female","445"
"Male","383"
"18",""
"Female","532"
"Male","528"
"19",""
"Female","353"
"Male","289"
"2",""
"Female","306"
"Male","319"
"20",""
"Female","529"
"Male","428"
"21",""
"Female","363"
"Male","253"
"22",""
"Female","474"
"Male","363"
"23",""
"Female","297"
"Male","287"
"24",""
"Female","383"
"Male","260"
"25",""
"Female","508"
"Male","445"
"26",""
"Female","332"
"Male","272"
"27",""
"Female","273"
"Male","238"
"28",""
"Female","404"
"Male","408"
"29",""
"Female","171"
"Male","173"
"3",""
"Female","349"
"Male","331"
"30",""
"Female","528"
"Male","421"
"31",""
"Female","162"
"Male","163"
"32",""
"Female","289"
"Male","291"
"33",""
"Female","223"
"Male","158"
"34",""
"Female","252"
"Male","153"
"35",""
"Female","457"
"Male","513"
"36",""
"Female","167"
"Male","205"
"37",""
"Female","133"
"Male","147"
"38",""
"Female","236"
"Male","240"
"39",""
"Female","160"
"Male","120"
"4",""
"Female","333"
"Male","381"
"40",""
"Female","424"
"Male","363"
"41",""
"Female","160"
"Male","145"
"42",""
"Female","183"
"Male","195"
"43",""
"Female","143"
"Male","101"
"44",""
"Female","128"
"Male","93"
"45",""
"Female","299"
"Male","383"
"46",""
"Female","99"
"Male","133"
"47",""
"Female","83"
"Male","98"
"48",""
"Female","180"
"Male","154"
"49",""
"Female","84"
"Male","65"
"5",""
"Female","431"
"Male","373"
"50",""
"Female","261"
"Male","239"
"51",""
"Female","65"
"Male","86"
"52",""
"Female","95"
"Male","111"
"53",""
"Female","89"
"Male","85"
"54",""
"Female","96"
"Male","74"
"55",""
"Female","220"
"Male","242"
"56",""
"Female","80"
"Male","83"
"57",""
"Female","72"
"Male","81"
"58",""
"Female","108"
"Male","115"
"59",""
"Female","98"
"Male","63"
"6",""
"Female","373"
"Male","399"
"60",""
"Female","254"
"Male","213"
"61",""
"Female","62"
"Male","70"
"62",""
"Female","79"
"Male","83"
"63",""
"Female","63"
"Male","31"
"64",""
"Female","56"
"Male","49"
"65",""
"Female","175"
"Male","174"
"66",""
"Female","39"
"Male","53"
"67",""
"Female","35"
"Male","52"
"68",""
"Female","53"
"Male","83"
"69",""
"Female","39"
"Male","33"
"7",""
"Female","386"
"Male","404"
"70",""
"Female","114"
"Male","107"
"71",""
"Female","33"
"Male","34"
"72",""
"Female","27"
"Male","37"
"73",""
"Female","15"
"Male","27"
"74",""
"Female","16"
"Male","18"
"75",""
"Female","61"
"Male","60"
"76",""
"Female","18"
"Male","13"
"77",""
"Female","11"
"Male","6"
"78",""
"Female","8"
"Male","15"
"79",""
"Female","6"
"Male","6"
"8",""
"Female","410"
"Male","467"
"80",""
"Female","27"
"Male","27"
"81",""
"Female","9"
"Male","7"
"82",""
"Female","7"
"Male","9"
"83",""
"Female","6"
"Male","2"
"84",""
"Female","4"
"Male","4"
"85",""
"Female","30"
"Male","31"
"9",""
"Female","341"
"Male","329"
