"Population by Single Year of Age","Number"
"0",""
"Female","266"
"Male","251"
"1",""
"Female","249"
"Male","279"
"10",""
"Female","425"
"Male","429"
"11",""
"Female","361"
"Male","381"
"12",""
"Female","397"
"Male","415"
"13",""
"Female","456"
"Male","414"
"14",""
"Female","439"
"Male","399"
"15",""
"Female","416"
"Male","376"
"16",""
"Female","404"
"Male","402"
"17",""
"Female","417"
"Male","364"
"18",""
"Female","406"
"Male","426"
"19",""
"Female","317"
"Male","267"
"2",""
"Female","293"
"Male","263"
"20",""
"Female","399"
"Male","277"
"21",""
"Female","313"
"Male","197"
"22",""
"Female","412"
"Male","210"
"23",""
"Female","357"
"Male","194"
"24",""
"Female","313"
"Male","280"
"25",""
"Female","364"
"Male","309"
"26",""
"Female","271"
"Male","270"
"27",""
"Female","317"
"Male","258"
"28",""
"Female","311"
"Male","222"
"29",""
"Female","244"
"Male","186"
"3",""
"Female","277"
"Male","294"
"30",""
"Female","360"
"Male","217"
"31",""
"Female","196"
"Male","132"
"32",""
"Female","254"
"Male","160"
"33",""
"Female","210"
"Male","135"
"34",""
"Female","224"
"Male","148"
"35",""
"Female","342"
"Male","184"
"36",""
"Female","223"
"Male","142"
"37",""
"Female","180"
"Male","134"
"38",""
"Female","228"
"Male","149"
"39",""
"Female","185"
"Male","111"
"4",""
"Female","314"
"Male","334"
"40",""
"Female","337"
"Male","221"
"41",""
"Female","181"
"Male","132"
"42",""
"Female","208"
"Male","160"
"43",""
"Female","213"
"Male","111"
"44",""
"Female","189"
"Male","111"
"45",""
"Female","267"
"Male","207"
"46",""
"Female","169"
"Male","149"
"47",""
"Female","136"
"Male","106"
"48",""
"Female","161"
"Male","145"
"49",""
"Female","117"
"Male","113"
"5",""
"Female","332"
"Male","339"
"50",""
"Female","245"
"Male","234"
"51",""
"Female","140"
"Male","126"
"52",""
"Female","135"
"Male","159"
"53",""
"Female","131"
"Male","103"
"54",""
"Female","96"
"Male","85"
"55",""
"Female","157"
"Male","131"
"56",""
"Female","109"
"Male","92"
"57",""
"Female","98"
"Male","111"
"58",""
"Female","100"
"Male","106"
"59",""
"Female","91"
"Male","77"
"6",""
"Female","335"
"Male","350"
"60",""
"Female","160"
"Male","150"
"61",""
"Female","102"
"Male","100"
"62",""
"Female","81"
"Male","96"
"63",""
"Female","89"
"Male","83"
"64",""
"Female","64"
"Male","55"
"65",""
"Female","111"
"Male","82"
"66",""
"Female","53"
"Male","67"
"67",""
"Female","70"
"Male","77"
"68",""
"Female","84"
"Male","90"
"69",""
"Female","42"
"Male","68"
"7",""
"Female","408"
"Male","359"
"70",""
"Female","96"
"Male","83"
"71",""
"Female","37"
"Male","32"
"72",""
"Female","52"
"Male","44"
"73",""
"Female","49"
"Male","30"
"74",""
"Female","29"
"Male","38"
"75",""
"Female","84"
"Male","52"
"76",""
"Female","24"
"Male","19"
"77",""
"Female","40"
"Male","32"
"78",""
"Female","49"
"Male","51"
"79",""
"Female","12"
"Male","15"
"8",""
"Female","363"
"Male","396"
"80",""
"Female","41"
"Male","41"
"81",""
"Female","17"
"Male","17"
"82",""
"Female","17"
"Male","10"
"83",""
"Female","17"
"Male","20"
"84",""
"Female","21"
"Male","13"
"85",""
"Female","72"
"Male","48"
"9",""
"Female","342"
"Male","324"
