"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","105"
"Male","274"
"","379"
"Bhujel",""
"Female","13"
"Male","12"
"","25"
"Chepang",""
"Female","18"
"Male","27"
"","45"
"Dura",""
"Female","947"
"Male","671"
"","1618"
"Ghale",""
"Female","11"
"Male","11"
"","22"
"Gurung",""
"Female","27439"
"Male","22211"
"","49650"
"Hindi",""
"Female","13"
"Male","52"
"","65"
"Hyolmo/Yholmo",""
"Female","127"
"Male","113"
"","240"
"Kumal",""
"Female","50"
"Male","40"
"","90"
"Limbu",""
"Female","6"
"Male","6"
"","12"
"Magar",""
"Female","693"
"Male","659"
"","1352"
"Maithili",""
"Female","52"
"Male","81"
"","133"
"Nepali",""
"Female","54017"
"Male","43292"
"","97309"
"Newar",""
"Female","1655"
"Male","1399"
"","3054"
"Not Reported",""
"Female","12"
"Male","11"
"","23"
"Others",""
"Female","123"
"Male","140"
"","263"
"Rai",""
"Female","109"
"Male","106"
"","215"
"Sign Language",""
"Female","21"
"Male","32"
"","53"
"Tamang",""
"Female","5915"
"Male","5074"
"","10989"
"Thakali",""
"Female","5"
"Male","8"
"","13"
"Tharu",""
"Female","27"
"Male","47"
"","74"
"Urdu",""
"Female","297"
"Male","229"
"","526"
