"Population by Religion","Number"
"Bahai","5"
"Bon","60"
"Buddism","55586"
"Christianity","3000"
"Hindu","107311"
"Islam","942"
"Jainism","0"
"Kirat","23"
"Prakriti","67"
"Sikhism","0"
"Undefined","730"
"Total","167724"
