"Population by Mother tongue","Number"
"Bantawa",""
"Female","9"
"Male","7"
"","16"
"Bhojpuri",""
"Female","7"
"Male","6"
"","13"
"Bhujel",""
"Female","17"
"Male","14"
"","31"
"Hindi",""
"Female","6"
"Male","16"
"","22"
"Limbu",""
"Female","363"
"Male","298"
"","661"
"Magar",""
"Female","1406"
"Male","1168"
"","2574"
"Maithili",""
"Female","23"
"Male","34"
"","57"
"Nepali",""
"Female","10038"
"Male","8506"
"","18544"
"Newar",""
"Female","237"
"Male","195"
"","432"
"Others",""
"Female","23"
"Male","29"
"","52"
"Rai",""
"Female","80"
"Male","71"
"","151"
"Tamang",""
"Female","426"
"Male","327"
"","753"
"Yakkha",""
"Female","828"
"Male","666"
"","1494"
