"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","2"
"Electricity Fuel","3"
"KeroseneFuel","8"
"LP Gas","83"
"Not Sated about Fuel","12"
"OthersFuel","4"
"Wood/FireWood","5361"
"Total","5482"
