"Population by Mother tongue","Number"
"Bangla",""
"Female","29"
"Male","41"
"","70"
"Bantawa",""
"Female","4"
"Male","7"
"","11"
"Bhojpuri",""
"Female","133"
"Male","177"
"","310"
"Bhujel",""
"Female","820"
"Male","823"
"","1643"
"Chamling",""
"Female","17"
"Male","16"
"","33"
"Gurung",""
"Female","38"
"Male","26"
"","64"
"Hindi",""
"Female","110"
"Male","297"
"","407"
"Limbu",""
"Female","201"
"Male","188"
"","389"
"Magar",""
"Female","270"
"Male","247"
"","517"
"Maithili",""
"Female","4389"
"Male","4859"
"","9248"
"Majhi",""
"Female","8"
"Male","8"
"","16"
"Nepali",""
"Female","6725"
"Male","6258"
"","12983"
"Newar",""
"Female","146"
"Male","161"
"","307"
"Not Reported",""
"Female","47"
"Male","48"
"","95"
"Others",""
"Female","73"
"Male","73"
"","146"
"Rai",""
"Female","131"
"Male","113"
"","244"
"Rajbanshi",""
"Female","1025"
"Male","987"
"","2012"
"Rajsthani",""
"Female","6"
"Male","6"
"","12"
"Santhali",""
"Female","13"
"Male","11"
"","24"
"Sherpa",""
"Female","20"
"Male","25"
"","45"
"Tamang",""
"Female","78"
"Male","102"
"","180"
"Tharu",""
"Female","5387"
"Male","4994"
"","10381"
"Thulung",""
"Female","10"
"Male","9"
"","19"
"Uranw/Urau",""
"Female","413"
"Male","438"
"","851"
"Urdu",""
"Female","769"
"Male","798"
"","1567"
"Yakkha",""
"Female","7"
"Male","5"
"","12"
