"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","396"
"Cow Dung","4104"
"Electricity Fuel","12"
"KeroseneFuel","211"
"LP Gas","2095"
"Not Sated about Fuel","34"
"OthersFuel","287"
"Wood/FireWood","2482"
"Total","9621"
