"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","608"
"Cow Dung","40027"
"Electricity Fuel","20"
"KeroseneFuel","1346"
"LP Gas","3344"
"Not Sated about Fuel","636"
"OthersFuel","2594"
"Wood/FireWood","62723"
"Total","111298"
