"Population by Mother tongue","Number"
"Bajjika",""
"Female","29"
"Male","19"
"","48"
"Bhojpuri",""
"Female","392"
"Male","347"
"","739"
"Chhantyal",""
"Female","9"
"Male","5"
"","14"
"Danuwar",""
"Female","50"
"Male","58"
"","108"
"Doteli",""
"Female","119"
"Male","102"
"","221"
"Hindi",""
"Female","777"
"Male","719"
"","1496"
"Limbu",""
"Female","9"
"Male","4"
"","13"
"Magahi",""
"Female","2844"
"Male","2777"
"","5621"
"Magar",""
"Female","6249"
"Male","5869"
"","12118"
"Maithili",""
"Female","254704"
"Male","251500"
"","506204"
"Majhi",""
"Female","34"
"Male","36"
"","70"
"Musalman",""
"Female","58"
"Male","67"
"","125"
"Nepali",""
"Female","17542"
"Male","16120"
"","33662"
"Newar",""
"Female","552"
"Male","584"
"","1136"
"Not Reported",""
"Female","868"
"Male","860"
"","1728"
"Others",""
"Female","352"
"Male","226"
"","578"
"Rai",""
"Female","126"
"Male","113"
"","239"
"Rajsthani",""
"Female","5"
"Male","7"
"","12"
"Sign Language",""
"Female","11"
"Male","19"
"","30"
"Sunuwar",""
"Female","88"
"Male","86"
"","174"
"Tamang",""
"Female","4415"
"Male","4236"
"","8651"
"Tharu",""
"Female","3469"
"Male","3150"
"","6619"
"Urdu",""
"Female","23759"
"Male","21813"
"","45572"
"Yakkha",""
"Female","14"
"Male","15"
"","29"
