"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","12699"
"Christianity","878"
"Hindu","528663"
"Islam","83696"
"Jainism","19"
"Kirat","66"
"Prakriti","41"
"Sikhism","2"
"Undefined","1516"
"Total","627580"
