"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","57"
"Male","38"
"Magar",""
"Female","9"
"Male","11"
"Maithili",""
"Female","13662"
"Male","12467"
"Nepali",""
"Female","483"
"Male","487"
"Newar",""
"Female","114"
"Male","94"
"Not Reported",""
"Female","156"
"Male","142"
"Others",""
"Female","20"
"Male","16"
"Rai",""
"Female","41"
"Male","36"
"Rajsthani",""
"Female","24"
"Male","25"
"Sunuwar",""
"Female","8"
"Male","12"
"Tamang",""
"Female","63"
"Male","77"
"Tharu",""
"Female","6272"
"Male","5297"
"Thulung",""
"Female","11"
"Male","11"
"Urdu",""
"Female","3140"
"Male","2595"
