"Population by Single Year of Age","Number"
"0",""
"Female","371"
"Male","416"
"1",""
"Female","315"
"Male","345"
"10",""
"Female","799"
"Male","909"
"11",""
"Female","451"
"Male","445"
"12",""
"Female","761"
"Male","760"
"13",""
"Female","494"
"Male","557"
"14",""
"Female","620"
"Male","549"
"15",""
"Female","600"
"Male","545"
"16",""
"Female","631"
"Male","593"
"17",""
"Female","356"
"Male","370"
"18",""
"Female","542"
"Male","540"
"19",""
"Female","271"
"Male","232"
"2",""
"Female","456"
"Male","507"
"20",""
"Female","623"
"Male","407"
"21",""
"Female","233"
"Male","198"
"22",""
"Female","493"
"Male","299"
"23",""
"Female","292"
"Male","212"
"24",""
"Female","332"
"Male","184"
"25",""
"Female","736"
"Male","455"
"26",""
"Female","285"
"Male","181"
"27",""
"Female","228"
"Male","213"
"28",""
"Female","573"
"Male","304"
"29",""
"Female","135"
"Male","120"
"3",""
"Female","516"
"Male","523"
"30",""
"Female","911"
"Male","526"
"31",""
"Female","101"
"Male","80"
"32",""
"Female","443"
"Male","236"
"33",""
"Female","198"
"Male","102"
"34",""
"Female","164"
"Male","108"
"35",""
"Female","778"
"Male","678"
"36",""
"Female","186"
"Male","139"
"37",""
"Female","117"
"Male","98"
"38",""
"Female","349"
"Male","206"
"39",""
"Female","106"
"Male","56"
"4",""
"Female","526"
"Male","482"
"40",""
"Female","659"
"Male","549"
"41",""
"Female","76"
"Male","80"
"42",""
"Female","321"
"Male","198"
"43",""
"Female","150"
"Male","79"
"44",""
"Female","97"
"Male","79"
"45",""
"Female","648"
"Male","607"
"46",""
"Female","102"
"Male","110"
"47",""
"Female","83"
"Male","104"
"48",""
"Female","298"
"Male","201"
"49",""
"Female","61"
"Male","48"
"5",""
"Female","634"
"Male","644"
"50",""
"Female","488"
"Male","537"
"51",""
"Female","57"
"Male","69"
"52",""
"Female","171"
"Male","146"
"53",""
"Female","92"
"Male","66"
"54",""
"Female","88"
"Male","69"
"55",""
"Female","412"
"Male","450"
"56",""
"Female","104"
"Male","95"
"57",""
"Female","51"
"Male","91"
"58",""
"Female","207"
"Male","158"
"59",""
"Female","68"
"Male","71"
"6",""
"Female","606"
"Male","620"
"60",""
"Female","464"
"Male","459"
"61",""
"Female","71"
"Male","81"
"62",""
"Female","138"
"Male","123"
"63",""
"Female","58"
"Male","43"
"64",""
"Female","80"
"Male","53"
"65",""
"Female","307"
"Male","310"
"66",""
"Female","44"
"Male","50"
"67",""
"Female","38"
"Male","48"
"68",""
"Female","78"
"Male","108"
"69",""
"Female","25"
"Male","30"
"7",""
"Female","566"
"Male","596"
"70",""
"Female","203"
"Male","211"
"71",""
"Female","29"
"Male","32"
"72",""
"Female","42"
"Male","58"
"73",""
"Female","19"
"Male","23"
"74",""
"Female","15"
"Male","21"
"75",""
"Female","130"
"Male","108"
"76",""
"Female","14"
"Male","10"
"77",""
"Female","4"
"Male","10"
"78",""
"Female","9"
"Male","19"
"79",""
"Female","2"
"Male","7"
"8",""
"Female","705"
"Male","771"
"80",""
"Female","41"
"Male","41"
"81",""
"Female","2"
"Male","6"
"82",""
"Female","4"
"Male","8"
"83",""
"Female","3"
"Male","2"
"84",""
"Female","3"
"Male","1"
"85",""
"Female","45"
"Male","57"
"9",""
"Female","456"
"Male","436"
