"Population by Mother tongue","Number"
"Avadhi",""
"Female","319"
"Male","338"
"Bahing",""
"Female","89"
"Male","80"
"Baitadeli",""
"Female","212"
"Male","204"
"Bajjika",""
"Female","382754"
"Male","408450"
"Bangla",""
"Female","522"
"Male","608"
"Bantawa",""
"Female","30"
"Male","32"
"Bhojpuri",""
"Female","482970"
"Male","519539"
"Bhujel",""
"Female","302"
"Male","298"
"Bote",""
"Female","176"
"Male","182"
"Chamling",""
"Female","72"
"Male","71"
"Chepang",""
"Female","79"
"Male","68"
"Chhantyal",""
"Female","21"
"Male","8"
"Danuwar",""
"Female","4441"
"Male","4171"
"Darai",""
"Female","63"
"Male","73"
"Dhimal",""
"Female","7"
"Male","5"
"Doteli",""
"Female","1186"
"Male","1208"
"Ganagai",""
"Female","117"
"Male","130"
"Ghale",""
"Female","324"
"Male","360"
"Gurung",""
"Female","721"
"Male","656"
"Hariyanwi",""
"Female","60"
"Male","47"
"Hayu/Vayu",""
"Female","17"
"Male","8"
"Hindi",""
"Female","4070"
"Male","4199"
"Hyolmo/Yholmo",""
"Female","93"
"Male","89"
"Jero/Jerung",""
"Female","25"
"Male","20"
"Khaling",""
"Female","4"
"Male","8"
"Kham",""
"Female","46"
"Male","42"
"Lapcha",""
"Female","24"
"Male","34"
"Lhomi",""
"Female","21"
"Male","11"
"Limbu",""
"Female","606"
"Male","516"
"Magahi",""
"Female","15730"
"Male","15273"
"Magar",""
"Female","22032"
"Male","20614"
"Maithili",""
"Female","1228770"
"Male","1216548"
"Majhi",""
"Female","2024"
"Male","1957"
"Meche",""
"Female","162"
"Male","160"
"Mewahang",""
"Female","71"
"Male","64"
"Musalman",""
"Female","315"
"Male","293"
"Nachhiring",""
"Female","12"
"Male","8"
"Nepali",""
"Female","182051"
"Male","171557"
"Newar",""
"Female","8376"
"Male","8209"
"Not Reported",""
"Female","10868"
"Male","11083"
"Others",""
"Female","2918"
"Male","1958"
"Pahari",""
"Female","39"
"Male","44"
"Punjabi",""
"Female","70"
"Male","83"
"Rai",""
"Female","3142"
"Male","3087"
"Rajbanshi",""
"Female","11"
"Male","18"
"Rajsthani",""
"Female","3161"
"Male","3477"
"Sanskrit",""
"Female","49"
"Male","42"
"Santhali",""
"Female","57"
"Male","63"
"Sherpa",""
"Female","120"
"Male","91"
"Sign Language",""
"Female","45"
"Male","63"
"Sindhi",""
"Female","31"
"Male","25"
"Sunuwar",""
"Female","2840"
"Male","2660"
"Tajpuriya",""
"Female","32"
"Male","35"
"Tamang",""
"Female","53518"
"Male","50842"
"Thakali",""
"Female","10"
"Male","3"
"Thami",""
"Female","111"
"Male","98"
"Tharu",""
"Female","105377"
"Male","97928"
"Thulung",""
"Female","35"
"Male","26"
"Uranw/Urau",""
"Female","2032"
"Male","2020"
"Urdu",""
"Female","161103"
"Male","155538"
"Waling/Walung",""
"Female","3"
"Male","8"
"Wambule",""
"Female","69"
"Male","59"
"Yakkha",""
"Female","716"
"Male","689"
