"Population by Single Year of Age","Number"
"0",""
"Female","47337"
"Male","49784"
"1",""
"Female","40094"
"Male","41966"
"10",""
"Female","105511"
"Male","114144"
"11",""
"Female","47188"
"Male","45933"
"12",""
"Female","86746"
"Male","94061"
"13",""
"Female","52071"
"Male","53723"
"14",""
"Female","62161"
"Male","65669"
"15",""
"Female","59729"
"Male","67065"
"16",""
"Female","58284"
"Male","65644"
"17",""
"Female","36635"
"Male","42129"
"18",""
"Female","59689"
"Male","70212"
"19",""
"Female","26697"
"Male","28708"
"2",""
"Female","64124"
"Male","65729"
"20",""
"Female","74152"
"Male","69543"
"21",""
"Female","24264"
"Male","24611"
"22",""
"Female","52596"
"Male","48925"
"23",""
"Female","34322"
"Male","26472"
"24",""
"Female","35484"
"Male","29615"
"25",""
"Female","85191"
"Male","76603"
"26",""
"Female","31786"
"Male","28556"
"27",""
"Female","27497"
"Male","26272"
"28",""
"Female","59161"
"Male","44552"
"29",""
"Female","13314"
"Male","14258"
"3",""
"Female","70696"
"Male","71739"
"30",""
"Female","99048"
"Male","85591"
"31",""
"Female","10745"
"Male","10932"
"32",""
"Female","44139"
"Male","37564"
"33",""
"Female","23367"
"Male","14438"
"34",""
"Female","19308"
"Male","14482"
"35",""
"Female","89133"
"Male","94141"
"36",""
"Female","21087"
"Male","20941"
"37",""
"Female","14382"
"Male","13845"
"38",""
"Female","40676"
"Male","28480"
"39",""
"Female","9347"
"Male","8783"
"4",""
"Female","70156"
"Male","71877"
"40",""
"Female","82160"
"Male","90148"
"41",""
"Female","7705"
"Male","8819"
"42",""
"Female","24387"
"Male","24082"
"43",""
"Female","15178"
"Male","9159"
"44",""
"Female","10140"
"Male","8870"
"45",""
"Female","64892"
"Male","77042"
"46",""
"Female","10420"
"Male","10699"
"47",""
"Female","8337"
"Male","9552"
"48",""
"Female","24789"
"Male","19087"
"49",""
"Female","6038"
"Male","5640"
"5",""
"Female","82756"
"Male","89216"
"50",""
"Female","55549"
"Male","67947"
"51",""
"Female","5280"
"Male","6740"
"52",""
"Female","12950"
"Male","14259"
"53",""
"Female","9332"
"Male","6120"
"54",""
"Female","6708"
"Male","5621"
"55",""
"Female","44191"
"Male","51995"
"56",""
"Female","7588"
"Male","8770"
"57",""
"Female","5903"
"Male","6793"
"58",""
"Female","16834"
"Male","12510"
"59",""
"Female","4919"
"Male","5244"
"6",""
"Female","76534"
"Male","79696"
"60",""
"Female","48403"
"Male","55918"
"61",""
"Female","4641"
"Male","5436"
"62",""
"Female","11148"
"Male","10064"
"63",""
"Female","6474"
"Male","4125"
"64",""
"Female","4376"
"Male","3859"
"65",""
"Female","35951"
"Male","38134"
"66",""
"Female","4165"
"Male","4213"
"67",""
"Female","3497"
"Male","3773"
"68",""
"Female","8202"
"Male","9483"
"69",""
"Female","2074"
"Male","2968"
"7",""
"Female","69292"
"Male","71220"
"70",""
"Female","25802"
"Male","30007"
"71",""
"Female","2049"
"Male","2550"
"72",""
"Female","4721"
"Male","5589"
"73",""
"Female","1942"
"Male","1862"
"74",""
"Female","1145"
"Male","1310"
"75",""
"Female","12114"
"Male","13156"
"76",""
"Female","1036"
"Male","1322"
"77",""
"Female","925"
"Male","1134"
"78",""
"Female","1830"
"Male","1962"
"79",""
"Female","537"
"Male","693"
"8",""
"Female","94022"
"Male","100059"
"80",""
"Female","6040"
"Male","6467"
"81",""
"Female","365"
"Male","460"
"82",""
"Female","515"
"Male","588"
"83",""
"Female","260"
"Male","295"
"84",""
"Female","368"
"Male","381"
"85",""
"Female","5895"
"Male","5434"
"9",""
"Female","49711"
"Male","50480"
